Account Name,Adjusted Cost,Adjusted Proceeds,Avg Buy Price,Avg Sell Price,Exit Efficiency,Best Exit,Best Exit Price,Best Exit Time,Bias,Close Date,Close Time,Commission,Confluence,Did Emotions Affect Decisions?,Duration,Emotions,Entry Logic Explanation,Entry Model,Entry Price,Executions,Exit Price,Gross P&L,How Did The Trade Play Out?,Trade Risk,Initial Target,Instrument,Spread Type,Mistakes,Net P&L,Net ROI,Notes For Coaches,Open Date,Open Time,Pips,Reward Ratio,Points,Position MAE,Position MFE,Price MAE,Price MFE,Profit Target   Did You Respect It?,Realized RR,Return Per Pip,Reviewed,Setups,Side,Status,Stop Loss   Did You Respect It?,Playbook,Symbol,Ticks Value,Ticks Per Contract,Fee,Swap,Rating,Quantity,Was Emotionally Stable?,What I Did Well,Zella Score
Tradovate APEX 100K FULL - APEX-484839-06,139055.0,138915.0,2781.1,2778.3,,350.0,2788.1,2026-04-23 18:00:00 UTC,"bullish on higher tf, switched on lower tf",2026-04-23,16:59:01 EDT,0.0,"conservative near ob beyond fvg, market exhaustion",yes,13769.0,"anxious, neutral","key levels, older manipulation wick, stayed conservative on entry and market aggressively filled it","advanced structure entry, catching the move of the day",2781.1,2,2778.3,-140.0,"could have been worse, not as expected, wow sfp manipulation candle",0.0,0.0,RTY,future,"moved tp & sl, stayed too long, volatility, trade during wartime, continued to retrace after entry, felt the urge to adjust limit which had me sitting on my hands prev but stuck to the plan",-140.0,-0.0010068,"i have been setting limits far out recently and mostly sitting on my hands observing the recent manipulation come close to our limits on these bigger moves nervous to get stopped on smaller trade ideas but today we got hit strong lol, i thought for sure when both trades were agains tme for a moment the account was going to blow but i am glad i didn't accpet the large loss by closing the position in the red, i need to get better with exit passivity as i let apex close the trade watching the divergence of cl helping us up until the last minute lol",2026-04-23,13:09:32 EDT,,,-2.8,-1610.0,350.0,2748.9,2788.1,"not respected, bailed on trade idea, modified my idea as time unfolded, thought about exiting over break even twice but didnt",,,false,"pivot buy, bounce off support, sfp",long,Loss,"not respected, more of a swing trade idea, slightly moved early on after in the trade but did not move it later",ZTH | SFP,RTY,-28.0,-28.0,0.0,0.0,2.5,1.0,no,"accepted it, comitted to plan, journaled and documented data, tested idea on 1 micro contract, took into consideration many different confluences",-8.69565217
Tradovate APEX 100K FULL - APEX-484839-06,245610.0,246705.0,49122.0,49341.0,54.07,2025.0,49527.0,2026-04-23 18:00:00 UTC,"bullish on higher tf, switched on lower tf",2026-04-23,13:53:31 EDT,0.0,"conservative near ob beyond fvg, market exhaustion",no,678.0,"calm, excited, confident, neutral, happy","key levels, waited for pivot retracement, ob, older manipulation wick","catching the move of the day, advanced structure entry",49122.0,2,49341.0,1095.0,"wow sfp manipulation candle, straight to modified tp, profitable, kind of as expected, decent, came back to my original idea, as expected",0.0,0.0,YM,future,"moved tp & sl, overtrade?-but turned into an it-tcl setup",1095.0,0.00445829,"this was a limit order i did not expect to get hit but it saved the day :-), i have been setting limits far out recently and mostly sitting on my hands observing the recent manipulation come close to our limits on these bigger moves nervous to get stopped on smaller trade ideas but today we got hit strong lol",2026-04-23,13:42:13 EDT,,,219.0,-430.0,1150.0,49036.0,49352.0,"not respected, moved to be grateful for the win",,,false,"pivot buy, sfp, bounce off support",long,Win,"moved but price respected idea, more of a swing trade idea",ZTH | SFP,YM,219.0,219.0,0.0,0.0,4.0,1.0,yes,"comitted to plan, exited in profit, move tp to secure profits",95.2173913
Tradovate APEX 100K FULL - APEX-484839-06,126145.0,125210.0,2522.9,2504.2,97.91,955.0,2503.8,2026-03-16 19:30:00 UTC,switched on lower tf,2026-03-16,15:38:26 EDT,0.0,"",yes,1703.0,"confident, anxious, calm, excited, happy","stayed conservative on entry and market aggressively filled it, waited for pivot retracement, ob, fvg, key levels",catching the move of the day,2522.9,2,2504.2,935.0,straight to take profit!,0.0,0.0,RTY,future,"",935.0,0.00746745,"great execution, green day!, now to keep that up consistently :-)",2026-03-16,15:10:03 EDT,,,18.7,265.0,955.0,2517.6,2503.8,"respected, 1:2.5 rr, thought of exiting early but stayed in",,,true,"sfp, rejection off resistance, pivot sell",short,Win,"respected, wicked right to entry and barley touched sl :-)","ZTH | Rejection, ZTH | Pivot",RTY,187.0,187.0,0.0,0.0,4.0,1.0,yes,"comitted to plan, did not touch the trade idea, exited in profit, journaled and documented data, simply watched it run to tp!, took into consideration many different confluences, chose cleaner associated instrument",97.10144928
Tradovate APEX 100K FULL - APEX-484839-06,148033.5,148302.0,24672.25,24717.0,,330.0,24617.25,2026-03-16 16:00:00 UTC,"",2026-03-16,11:22:21 EDT,0.0,"",no,2137.0,"stressed, anxious, fearful, frustrated, i was stable before entering but not while in the trade, ambivalent",waited for pivot retracement,"",24672.25,2,24717.0,-268.5,not as expected,0.0,0.0,MNQ,future,"continued to retrace after entry, stayed too long, ignored recent bias in order to stick to my plan",-268.5,-0.00181049,i want to get better at knowing when i should respect taking the trade off in profit feeling a reversal vs taking off prematurely,2026-03-16,10:46:44 EDT,,,-44.75,-324.0,420.0,24726.25,24602.25,"1:2 rr, thought of exiting in profit twice but stayed",,,true,break & retest,short,Loss,slightly moved early on after in the trade but did not move it later,Break & Retest,MNQ,-537.0,-179.0,0.0,0.0,2.0,3.0,no,"accepted it, comitted to plan, realized the trade was moving the opposite direction, journaled and documented data, did not touch the trade idea",-82.87037037
Tradovate TPT 50K_reset-2 - TAKEPROFIT363712064 - BLOWN,17980.0,17680.0,89.9,88.4,,,,,"bullish on higher tf, uptrend",2026-03-26,16:11:49 EDT,0.0,emas bullish,no,4.0,"angry, ambivalent, fearful, frustrated, stressed, i was stable before entering but not while in the trade","waited for pivot retracement, ob, key levels",other (specify below),89.9,2,88.4,-300.0,"not as expected, wow sfp manipulation candle",0.0,0.0,MCL,future,did not account for that much volatility on opposing instruments,-300.0,-0.01668521,"that trade didn't stand a chance and instally filled both orders, glad i had a sl set or my account would have been blown, i thought i was conservative",2026-03-26,16:11:45 EDT,,,-1.5,,,,,didnt even stand a chance,,,true,"continuation, pivot buy, bounce off support",long,Loss,"stop hit, respected, instant!","",MCL,-300.0,-150.0,0.0,0.0,0.5,2.0,no,"realized we were caught in strong level of buying and selling, accepted it, journaled and documented data",
Tradovate TPT 50K_reset-2 - TAKEPROFIT363712064 - BLOWN,88200.0,89994.0,4410.0,4499.7,,,,,"bearish on higher tf, downtrend, switched on lower tf",2026-03-27,10:55:00 EDT,0.0,emas bearish,yes,48180.0,"ambivalent, angry, anxious, confident, fearful, frustrated, greedy, happy, calm, excited, i was stable before entering but not while in the trade, stressed",trend continuation,other (specify below),4410.0,2,4499.7,-1794.0,"not as expected, blew account, rapidly opposed my idea, the outcome is clear as day now",0.0,0.0,MGC,future,"kept moving stoploss, trade during news event, fear of loss, bleed, continued to retrace after entry, ignored recent bias in order to stick to my plan, not an a+ setup, stayed too long, stopped out on retractement",-1794.0,-0.01993466,"there were 3 times i thought of exiting (at the start and 2 latter points the market came back), i didn't listen to that feeling and instead listened to the opposite, this one effected me emotionally severely and took me quite a while to digest, i had to take a trade to pass the eval anyway but wow i can't continue like this, i have much more i am journaling on but maybe that was the humbling experience i still needed yet",2026-03-26,21:32:00 EDT,,,-89.7,-2706.0,0.0,4545.3,4431.8,"aiming to trail beyond local low, didnt even stand a chance, respected, thought of exiting early but stayed in, thought of exiting in profit twice but stayed",,,true,"oops, continuation",short,Loss,"auto-liquidated, essentailly cancelled, not respected, original stop would have hit, stop hit","",MGC,-1794.0,-897.0,0.0,0.0,1.0,2.0,no,"journaled and documented data, realized the trade was moving the opposite direction",-66.29711752
Tradovate APEX 100K FULL - APEX-484839-06,13853.5,13940.5,2770.7,2788.1,,44.5,2761.8,2026-04-17 13:00:00 UTC,"bullish on higher tf, uptrend",2026-04-17,16:59:02 EDT,0.0,"targeting limits at conservative local and higher strcuture points, long and what appears to be exhausted uptrend",no,29190.0,"anxious, ambivalent, frustrated","ob, key levels, fear of missing out","catching the move of the day, other (specify below)",2770.7,2,2788.1,-87.0,could have been worse,0.0,0.0,M2K,future,"fear of loss, fomo, chasing price",-87.0,-0.00624081,"i notice i look for reversals moreso than continuations and hearing jesse say that the maret is typically trending., if i made that simple chnage or did everything opposite what i do iol, i've caught both continuations and reversals cleanly before, but recently i have been getting an incorrect feel again often moreso",2026-04-17,08:52:32 EDT,,,-17.4,-186.0,44.5,2807.9,2761.8,1:2 rr,,,true,retracement from beyond ath,short,Loss,"respected, more of a swing trade idea","",M2K,-174.0,-174.0,0.0,0.0,1.0,1.0,no,tested idea on 1 micro contract,-46.77419355
Tradovate TPT 50K - TAKEPROFIT635000920 - BLOWN,341050.0,343062.5,6821.0,6861.25,,,,,"",2026-02-13,10:25:00 EST,0.0,"",yes,1800.0,"anxious, frustrated, greedy, stressed",fear of missing out,"",6821.0,2,6861.25,-2012.5,"blew account, not as expected, rapidly opposed my idea",0.0,0.0,ES,future,"chasing price, fomo, kept moving stoploss, not in plan, overtrade, revenge trading, rushing",-2012.5,-0.00586628,"",2026-02-13,09:55:00 EST,,,-40.25,,,,,"",,,true,"",short,Loss,"","",ES,-161.0,-161.0,0.0,0.0,,1.0,no,"",
Tradovate TPT 50K_reset-3 - TAKEPROFIT558167553,93916.0,93938.0,4695.8,4696.9,10.38,212.0,4706.4,2026-04-27 22:10:00 UTC,"downtrend, bearish on higher tf",2026-04-27,16:58:50 EDT,0.0,market exhaustion,yes,781.0,"anxious, fearful, excited, stressed","need 5min trading days and need to take a trade or haev the account reset and didnt get filled all day yet, fear of missing out",other (specify below),4695.8,2,4696.9,22.0,"came back to my original idea, decent, kind of as expected, profitable",0.0,0.0,MGC,future,"chasing price, fomo, not off a level, rushing, trading against the trend",22.0,0.00023425,"i had to take a trade to honor the min trading days requirement on tpt since focused on apex most of the month and was not filled in my plan so i took a conservative idea at market close, the candle shot up into profit and it felt great to exit with a tp vs prop-firm close exit passivity if even a minute before :-), when market opened again at 18:00 the candle then looked like a gravestone doji only to then continue up again, feels good to have a green day :-)",2026-04-27,16:45:49 EDT,,,1.1,-42.0,28.0,4693.7,4697.2,moved to be grateful for the win,,,false,"liquidity sweep before continuation idea, anticipated retracement",long,Win,did not anticipate needing one intentionally taking a trade at market close,ZTH | Bounce,MGC,22.0,11.0,0.0,0.0,2.0,2.0,yes,"comitted to plan, exited in profit, move tp to secure profits, set an exit vs exit passivity, tested idea on 1 micro contract, took into consideration many different confluences",78.57142857
Tradovate APEX 100K FULL - APEX-484839-06,9111.0,8970.0,91.11,89.7,43.25,326.0,87.85,2026-04-21 20:10:00 UTC,"uptrend, bearish on higher tf, bullish on lower tf",2026-04-21,16:09:48 EDT,0.0,"",yes,1664.0,"calm, fearful, happy, neutral, i was stable before entering but not while in the trade, anxious","stayed conservative on entry and market aggressively filled it, key levels, fear of missing out, ob","catching the move of the day, other (specify below)",91.11,2,89.7,141.0,"came back to my original idea, decent, kind of as expected, profitable",0.0,0.0,MCL,future,"chasing price, fomo, moved tp & sl, not in plan, trading against the trend",141.0,0.01571906,"it was a last minute idea with many orders i planned on each indicie charts, i almost exited in the red but wow the market quickly secured profit as i moved tp into a place i hoped to at least see a green day for a change :-)",2026-04-21,15:42:04 EDT,,,1.41,-112.0,248.0,92.23,88.63,modified my idea as time unfolded,,,true,pivot sell,short,Win,actaully wasn't too concerned about it and accepted risk with variable sl as market was soon closing,ZTH | Pivot,MCL,141.0,141.0,0.0,0.0,2.5,1.0,no,noticed indicies resting liquidity aiding my short-term idea,56.85483871
Tradovate APEX 100K FULL - APEX-484839-06,150573.0,149610.0,25095.5,24935.0,58.1,1657.5,24819.25,2026-03-18 14:00:00 UTC,"bullish on higher tf, bearish on lower tf",2026-03-18,08:42:56 EDT,0.0,"",yes,41944.0,"ambivalent, angry, anxious, calm, confident, excited, fearful, frustrated, i was stable before entering but not while in the trade, stressed","fear of missing out, key levels, fvg, ob, stayed conservative on entry and market aggressively filled it, waited for pivot retracement",catching the move of the day,25095.5,2,24935.0,963.0,"profitable, kind of as expected, came back to my original idea",0.0,0.0,MNQ,future,"kept moving stoploss, ignored recent bias in order to stick to my plan, trade during news event, rushing, continued to retrace after entry, fomo, chasing price",963.0,0.00643674,"i had been waiting all day for this trade; then when i went to take it after my web3 class at 21:00, i rushed in as my trade projection on trading view had to be resetup for some reason it dropped the limit orders and had i honored that being help from higher power i could have gotten a better entry, a lot of praying and committed to taking a larger loss to take the chance for that long compression in asis session to finally break down in london :-)",2026-03-17,21:03:52 EDT,,,160.5,-691.5,1357.5,25210.75,24869.25,respected,,,true,"oops, pivot sell, fcr continuation",short,Win,"not respected, original stop would have hit, essentailly cancelled",ZTH | Pivot,MNQ,1926.0,642.0,0.0,0.0,2.5,3.0,no,"accepted it, comitted to plan, exited in profit, journaled and documented data, realized the trade was moving the opposite direction, realized we were caught in strong level of buying and selling, took into consideration many different confluences",70.93922652
Tradovate APEX 100K FULL - APEX-484839-06,122755.0,123280.0,2455.1,2465.6,78.95,665.0,2468.4,2026-03-20 20:50:00 UTC,"bearish on higher tf, bearish on lower tf, downtrend",2026-03-20,16:59:01 EDT,0.0,"",yes,9402.0,"ambivalent, anxious, fearful, frustrated, happy, stressed, excited",older manipulation wick,catching the move of the day,2455.1,2,2465.6,525.0,"profitable, kind of as expected, decent, came back to my original idea",0.0,0.0,RTY,future,"left old projected limit order active, cancelled stop loss",525.0,0.00427681,"all end of the week i was attempting to force a trade scared i won't pass this eval, kept conservative projections but did not expect this one to get filled as i closed my eyes momentarily feeling exhausted, almost executed on many opportunities this morning in fast beautiful mid candle smt scenarios, but couldn't seem to click to the button feeling scared of all that wipsaw action and potentially being humbled or overconfident if i caught some",2026-03-20,14:22:19 EDT,,,10.5,-925.0,665.0,2436.6,2468.4,"the grace of god, thought of exiting early but stayed in",,,true,"bounce off support, pivot buy, shouldn't be in this trade, sfp",long,Win,cancelled,ZTH | Bounce,RTY,105.0,105.0,0.0,0.0,2.5,1.0,no,"exited in profit, comitted to plan, accepted it, took into consideration many different confluences, realized we were caught in strong level of buying and selling, journaled and documented data",78.94736842
